Date,Close,High,Low,Open,Volume
2015-01-01,0.5260499715805054,0.5271000266075134,0.5260499715805054,0.5261399745941162,0
2015-01-02,0.5261099934577942,0.5273299813270569,0.5226899981498718,0.5256400108337402,0
2015-01-05,0.5252400040626526,0.5312399864196777,0.5249800086021423,0.526170015335083,0
2015-01-06,0.5296599864959717,0.5352100133895874,0.5294700264930725,0.529990017414093,0
2015-01-07,0.5351499915122986,0.53507000207901,0.5285699963569641,0.534820020198822,0
2015-01-08,0.5298900008201599,0.5303800106048584,0.520359992980957,0.5297600030899048,0
2015-01-09,0.5227100253105164,0.5243399739265442,0.5189300179481506,0.522599995136261,0
2015-01-12,0.5259699821472168,0.5261399745941162,0.5196700096130371,0.5253300070762634,0
2015-01-13,0.5239700078964233,0.5272899866104126,0.5216699838638306,0.5241199731826782,0
2015-01-14,0.5255500078201294,0.5343000292778015,0.5252799987792969,0.5253099799156189,0
2015-01-15,0.5281299948692322,0.5336899757385254,0.5219900012016296,0.5281100273132324,0
2015-01-16,0.533840000629425,0.5354300141334534,0.5236200094223022,0.5332800149917603,0
2015-01-19,0.5258899927139282,0.527209997177124,0.52360999584198,0.5265200138092041,0
2015-01-20,0.5231000185012817,0.5237600207328796,0.5190399885177612,0.5229499936103821,0
2015-01-21,0.5188800096511841,0.5247799754142761,0.5185700058937073,0.519070029258728,0
2015-01-22,0.5217199921607971,0.5248299837112427,0.5197200179100037,0.5217900276184082,0
2015-01-23,0.5181300044059753,0.5224900245666504,0.5173400044441223,0.518310010433197,0
2015-01-26,0.5209000110626221,0.523580014705658,0.5182499885559082,0.5211399793624878,0
2015-01-27,0.5180799961090088,0.522350013256073,0.5175300240516663,0.5181800127029419,0
2015-01-28,0.5207800269126892,0.5218200087547302,0.5184699892997742,0.5207399725914001,0
2015-01-29,0.5211399793624878,0.5252699851989746,0.5191299915313721,0.5209900140762329,0
2015-01-30,0.5219500064849854,0.5279399752616882,0.5218700170516968,0.5224699974060059,0
2015-02-02,0.5279300212860107,0.5288500189781189,0.523829996585846,0.5283899903297424,0
2015-02-03,0.5242699980735779,0.528439998626709,0.5231599807739258,0.5252299904823303,0
2015-02-04,0.5231599807739258,0.5272499918937683,0.5215399861335754,0.5235300064086914,0
2015-02-05,0.5273500084877014,0.528659999370575,0.5247399806976318,0.5273699760437012,0
2015-02-06,0.5246599912643433,0.5267500281333923,0.5191299915313721,0.5257700085639954,0
2015-02-09,0.5200899839401245,0.5247799754142761,0.5211300253868103,0.5211300253868103,0
2015-02-10,0.5234599709510803,0.5248100161552429,0.5198500156402588,0.5235599875450134,0
2015-02-11,0.5222399830818176,0.5222700238227844,0.5172100067138672,0.5222700238227844,0
2015-02-12,0.518589973449707,0.5241699814796448,0.5179399847984314,0.5187900066375732,0
2015-02-13,0.5223000049591064,0.5246800184249878,0.5204300284385681,0.5227699875831604,0
